player,season,match_id,no. of runs,no. of overs,no. of balls,strike rate
NM Coulter-Nile,2015,553,8,1,6,1.3333333333333333
NM Coulter-Nile,2015,556,3,1,6,0.5
NM Coulter-Nile,2016,578,7,5,30,0.23333333333333334
NM Coulter-Nile,2016,625,2,2,12,0.16666666666666666
NM Coulter-Nile,2017,27,3,2,12,0.25
NM Coulter-Nile,2017,40,6,3,18,0.3333333333333333
NM Coulter-Nile,2017,58,6,1,6,1.0
NS Naik,2016,594,26,10,60,0.43333333333333335
NS Naik,2016,597,1,1,6,0.16666666666666666
NV Ojha,2009,140,0,1,6,0.0
NV Ojha,2009,145,68,17,102,0.6666666666666666
NV Ojha,2009,148,52,14,84,0.6190476190476191
NV Ojha,2009,152,0,1,6,0.0
NV Ojha,2009,155,16,5,30,0.5333333333333333
NV Ojha,2009,160,1,2,12,0.08333333333333333
NV Ojha,2009,165,10,5,30,0.3333333333333333
NV Ojha,2009,168,23,3,18,1.2777777777777777
NV Ojha,2010,176,12,5,30,0.4
NV Ojha,2010,180,24,3,18,1.3333333333333333
NV Ojha,2010,184,18,6,36,0.5
NV Ojha,2010,187,29,7,42,0.6904761904761905
NV Ojha,2010,193,14,3,18,0.7777777777777778
NV Ojha,2010,195,14,5,30,0.4666666666666667
NV Ojha,2010,198,81,18,108,0.75
NV Ojha,2010,203,27,4,24,1.125
NV Ojha,2010,206,99,19,114,0.868421052631579
NV Ojha,2010,210,2,2,12,0.16666666666666666
NV Ojha,2010,212,46,14,84,0.5476190476190477
NV Ojha,2010,219,0,2,12,0.0
NV Ojha,2010,223,8,4,24,0.3333333333333333
NV Ojha,2010,227,19,8,48,0.3958333333333333
NV Ojha,2011,238,30,10,60,0.5
NV Ojha,2011,241,0,1,6,0.0
NV Ojha,2011,250,12,4,24,0.5
NV Ojha,2011,253,2,2,12,0.16666666666666666
NV Ojha,2011,259,19,3,18,1.0555555555555556
NV Ojha,2011,263,16,4,24,0.6666666666666666
NV Ojha,2011,266,1,1,6,0.16666666666666666
NV Ojha,2011,269,0,1,6,0.0
NV Ojha,2011,274,14,5,30,0.4666666666666667
NV Ojha,2011,279,7,4,24,0.2916666666666667
NV Ojha,2011,282,2,2,12,0.16666666666666666
NV Ojha,2011,289,25,3,18,1.3888888888888888
NV Ojha,2011,293,36,7,42,0.8571428571428571
NV Ojha,2011,301,9,6,36,0.25
NV Ojha,2012,312,34,8,48,0.7083333333333334
NV Ojha,2012,318,14,3,18,0.7777777777777778
NV Ojha,2012,323,1,1,6,0.16666666666666666
NV Ojha,2012,327,15,5,30,0.5
NV Ojha,2012,331,70,15,90,0.7777777777777778
NV Ojha,2012,335,11,2,12,0.9166666666666666
NV Ojha,2012,342,5,2,12,0.4166666666666667
NV Ojha,2012,345,12,4,24,0.5
NV Ojha,2012,349,11,2,12,0.9166666666666666
NV Ojha,2012,357,7,3,18,0.3888888888888889
NV Ojha,2012,364,4,4,24,0.16666666666666666
NV Ojha,2012,369,35,9,54,0.6481481481481481
NV Ojha,2012,372,13,4,24,0.5416666666666666
NV Ojha,2012,374,5,3,18,0.2777777777777778
NV Ojha,2012,378,29,9,54,0.5370370370370371
NV Ojha,2012,380,8,3,18,0.4444444444444444
NV Ojha,2013,382,9,3,18,0.5
NV Ojha,2013,385,0,1,6,0.0
NV Ojha,2014,477,10,1,6,1.6666666666666667
NV Ojha,2014,481,16,3,18,0.8888888888888888
NV Ojha,2014,487,18,7,42,0.42857142857142855
NV Ojha,2014,489,13,2,12,1.0833333333333333
NV Ojha,2014,493,8,1,6,1.3333333333333333
NV Ojha,2014,496,82,12,72,1.1388888888888888
NV Ojha,2014,500,26,8,48,0.5416666666666666
NV Ojha,2014,503,27,7,42,0.6428571428571429
NV Ojha,2014,507,19,7,42,0.4523809523809524
NV Ojha,2014,511,35,6,36,0.9722222222222222
NV Ojha,2015,521,15,6,36,0.4166666666666667
NV Ojha,2015,529,28,9,54,0.5185185185185185
NV Ojha,2015,531,12,4,24,0.5
NV Ojha,2015,537,18,3,18,1.0
NV Ojha,2015,541,9,3,18,0.5
NV Ojha,2015,544,28,8,48,0.5833333333333334
NV Ojha,2015,551,21,4,24,0.875
NV Ojha,2015,555,1,1,6,0.16666666666666666
NV Ojha,2015,558,9,3,18,0.5
NV Ojha,2015,564,2,2,12,0.16666666666666666
NV Ojha,2015,572,0,1,6,0.0
NV Ojha,2016,580,1,2,12,0.08333333333333333
NV Ojha,2016,584,37,8,48,0.7708333333333334
NV Ojha,2016,594,2,1,6,0.3333333333333333
NV Ojha,2016,598,18,9,54,0.3333333333333333
NV Ojha,2016,603,1,2,12,0.08333333333333333
NV Ojha,2016,610,10,2,12,0.8333333333333334
NV Ojha,2016,616,7,3,18,0.3888888888888889
NV Ojha,2016,618,7,3,18,0.3888888888888889
NV Ojha,2016,628,17,5,30,0.5666666666666667
NV Ojha,2016,631,16,10,60,0.26666666666666666
NV Ojha,2016,634,9,3,18,0.5
NV Ojha,2016,635,10,4,24,0.4166666666666667
NV Ojha,2016,636,7,1,6,1.1666666666666667
NV Ojha,2017,10,10,5,30,0.3333333333333333
NV Ojha,2017,14,12,6,36,0.3333333333333333
NV Ojha,2017,19,36,7,42,0.8571428571428571
NV Ojha,2017,43,9,4,24,0.375
NV Ojha,2017,57,17,5,30,0.5666666666666667
Niraj Patel,2008,93,4,1,6,0.6666666666666666
Niraj Patel,2008,97,58,11,66,0.8787878787878788
Niraj Patel,2008,113,45,8,48,0.9375
Niraj Patel,2008,117,3,4,24,0.125
Niraj Patel,2009,119,7,5,30,0.23333333333333334
Niraj Patel,2009,168,14,6,36,0.3888888888888889
OA Shah,2010,175,59,15,90,0.6555555555555556
OA Shah,2010,178,2,2,12,0.16666666666666666
OA Shah,2010,182,5,2,12,0.4166666666666667
OA Shah,2010,187,21,6,36,0.5833333333333334
OA Shah,2010,191,31,9,54,0.5740740740740741
OA Shah,2011,290,25,4,24,1.0416666666666667
OA Shah,2011,297,3,2,12,0.25
OA Shah,2012,311,15,3,18,0.8333333333333334
OA Shah,2012,314,23,4,24,0.9583333333333334
OA Shah,2012,319,78,13,78,1.0
OA Shah,2012,322,38,11,66,0.5757575757575758
OA Shah,2012,326,66,8,48,1.375
OA Shah,2012,328,13,4,24,0.5416666666666666
OA Shah,2012,334,64,14,84,0.7619047619047619
OA Shah,2012,338,11,5,30,0.36666666666666664
OA Shah,2012,345,1,1,6,0.16666666666666666
OA Shah,2012,349,1,2,12,0.08333333333333333
OA Shah,2012,358,4,3,18,0.2222222222222222
OA Shah,2012,373,34,12,72,0.4722222222222222
OA Shah,2012,377,30,9,54,0.5555555555555556
OA Shah,2013,420,1,1,6,0.16666666666666666
OA Shah,2013,427,25,8,48,0.5208333333333334
P Awana,2012,369,4,2,12,0.3333333333333333
P Awana,2013,391,1,2,12,0.08333333333333333
P Awana,2013,398,0,1,6,0.0
P Awana,2013,421,0,2,12,0.0
P Awana,2013,440,0,1,6,0.0
P Dogra,2010,176,42,10,60,0.7
P Dogra,2010,180,30,8,48,0.625
P Dogra,2010,184,3,3,18,0.16666666666666666
P Dogra,2010,187,0,1,6,0.0
P Dogra,2010,193,1,1,6,0.16666666666666666
P Dogra,2010,198,5,2,12,0.4166666666666667
P Dogra,2010,203,20,9,54,0.37037037037037035
P Dogra,2010,227,8,4,24,0.3333333333333333
P Dogra,2012,325,6,5,30,0.2
P Dogra,2012,330,7,4,24,0.2916666666666667
P Dogra,2012,350,3,2,12,0.25
P Dogra,2013,453,6,3,18,0.3333333333333333
P Kumar,2008,60,23,6,36,0.6388888888888888
P Kumar,2008,70,35,10,60,0.5833333333333334
P Kumar,2008,74,6,3,18,0.3333333333333333
P Kumar,2008,76,6,1,6,1.0
P Kumar,2008,84,0,1,6,0.0
P Kumar,2008,88,4,2,12,0.3333333333333333
P Kumar,2008,90,8,5,30,0.26666666666666666
P Kumar,2008,94,5,3,18,0.2777777777777778
P Kumar,2008,101,0,1,6,0.0
P Kumar,2008,104,2,2,12,0.16666666666666666
P Kumar,2008,107,21,4,24,0.875
P Kumar,2008,111,8,2,12,0.6666666666666666
P Kumar,2009,119,8,5,30,0.26666666666666666
P Kumar,2009,122,0,1,6,0.0
P Kumar,2009,124,14,3,18,0.7777777777777778
P Kumar,2009,127,13,3,18,0.7222222222222222
P Kumar,2009,139,9,2,12,0.75
P Kumar,2009,148,7,2,12,0.5833333333333334
P Kumar,2009,159,12,3,18,0.6666666666666666
P Kumar,2009,174,2,2,12,0.16666666666666666
P Kumar,2010,178,4,2,12,0.3333333333333333
P Kumar,2010,197,0,1,6,0.0
P Kumar,2010,231,1,1,6,0.16666666666666666
P Kumar,2011,239,4,3,18,0.2222222222222222
P Kumar,2011,270,2,1,6,0.3333333333333333
P Kumar,2011,273,2,1,6,0.3333333333333333
P Kumar,2011,280,16,2,12,1.3333333333333333
P Kumar,2011,284,3,2,12,0.25
P Kumar,2011,287,2,1,6,0.3333333333333333
P Kumar,2011,300,1,3,18,0.05555555555555555
P Kumar,2012,311,10,2,12,0.8333333333333334
P Kumar,2012,315,1,1,6,0.16666666666666666
P Kumar,2012,325,0,1,6,0.0
P Kumar,2012,343,6,2,12,0.5
P Kumar,2012,354,9,2,12,0.75
P Kumar,2012,369,9,1,6,1.5
P Kumar,2012,374,3,1,6,0.5
P Kumar,2013,391,4,2,12,0.3333333333333333
P Kumar,2013,398,20,2,12,1.6666666666666667
P Kumar,2013,400,1,1,6,0.16666666666666666
P Kumar,2013,405,3,2,12,0.25
P Kumar,2013,421,26,3,18,1.4444444444444444
P Kumar,2013,440,1,2,12,0.08333333333333333
P Kumar,2013,450,0,1,6,0.0
P Kumar,2014,515,1,1,6,0.16666666666666666
P Kumar,2015,531,1,1,6,0.16666666666666666
P Kumar,2015,541,0,1,6,0.0
P Kumar,2015,555,12,6,36,0.3333333333333333
P Kumar,2015,572,5,4,24,0.20833333333333334
P Kumar,2016,585,0,1,6,0.0
P Kumar,2016,591,1,1,6,0.16666666666666666
P Kumar,2016,604,15,4,24,0.625
P Kumar,2016,610,6,2,12,0.5
P Kumar,2016,620,1,2,12,0.08333333333333333
P Kumar,2016,633,2,2,12,0.16666666666666666
P Kumar,2017,6,7,3,18,0.3888888888888889
P Kumar,2017,52,1,2,12,0.08333333333333333
P Negi,2012,335,8,2,12,0.6666666666666666
P Negi,2012,372,7,2,12,0.5833333333333334
P Negi,2012,378,14,6,36,0.3888888888888889
P Negi,2012,380,8,2,12,0.6666666666666666
P Negi,2015,527,31,3,18,1.7222222222222223
P Negi,2015,551,15,4,24,0.625
P Negi,2015,554,14,3,18,0.7777777777777778
P Negi,2015,559,37,5,30,1.2333333333333334
P Negi,2015,563,2,2,12,0.16666666666666666
P Negi,2015,565,6,3,18,0.3333333333333333
P Negi,2015,573,3,1,6,0.5
P Negi,2015,575,13,3,18,0.7222222222222222
P Negi,2015,576,5,3,18,0.2777777777777778
P Negi,2016,578,11,5,30,0.36666666666666664
P Negi,2016,583,8,2,12,0.6666666666666666
P Negi,2016,593,14,4,24,0.5833333333333334
P Negi,2016,599,3,2,12,0.25
P Negi,2016,609,19,3,18,1.0555555555555556
P Negi,2016,632,7,4,24,0.2916666666666667
P Negi,2017,5,10,3,18,0.5555555555555556
P Negi,2017,12,14,4,24,0.5833333333333334
P Negi,2017,17,11,3,18,0.6111111111111112
P Negi,2017,27,2,1,6,0.3333333333333333
P Negi,2017,30,32,5,30,1.0666666666666667
P Negi,2017,33,4,4,24,0.16666666666666666
P Negi,2017,37,35,7,42,0.8333333333333334
P Negi,2017,42,27,8,48,0.5625
P Negi,2017,45,5,2,12,0.4166666666666667
P Negi,2017,55,14,1,6,2.3333333333333335
P Parameswaran,2011,283,1,1,6,0.16666666666666666
P Parameswaran,2012,376,1,1,6,0.16666666666666666
P Sahu,2016,583,18,3,18,1.0
P Sahu,2016,589,1,1,6,0.16666666666666666
PA Patel,2008,61,16,3,18,0.8888888888888888
PA Patel,2008,67,15,3,18,0.8333333333333334
PA Patel,2008,71,29,9,54,0.5370370370370371
PA Patel,2008,74,21,6,36,0.5833333333333334
PA Patel,2008,79,23,9,54,0.42592592592592593
PA Patel,2008,83,0,1,6,0.0
PA Patel,2008,85,4,1,6,0.6666666666666666
PA Patel,2008,103,21,8,48,0.4375
PA Patel,2008,107,31,9,54,0.5740740740740741
PA Patel,2008,110,58,15,90,0.6444444444444445
PA Patel,2008,114,22,8,48,0.4583333333333333
PA Patel,2008,116,55,15,90,0.6111111111111112
PA Patel,2008,117,41,9,54,0.7592592592592593
PA Patel,2009,118,0,1,6,0.0
PA Patel,2009,122,31,10,60,0.5166666666666667
PA Patel,2009,125,22,6,36,0.6111111111111112
PA Patel,2009,131,0,1,6,0.0
PA Patel,2009,137,3,3,18,0.16666666666666666
PA Patel,2009,162,0,1,6,0.0
PA Patel,2009,166,32,5,30,1.0666666666666667
PA Patel,2009,169,32,7,42,0.7619047619047619
PA Patel,2009,173,37,9,54,0.6851851851851852
PA Patel,2010,185,7,3,18,0.3888888888888889
PA Patel,2010,190,61,18,108,0.5648148148148148
PA Patel,2010,192,1,1,6,0.16666666666666666
PA Patel,2010,194,10,3,18,0.5555555555555556
PA Patel,2011,237,2,2,12,0.16666666666666666
PA Patel,2011,244,21,5,30,0.7
PA Patel,2011,252,35,9,54,0.6481481481481481
PA Patel,2011,255,10,4,24,0.4166666666666667
PA Patel,2011,261,32,11,66,0.48484848484848486
PA Patel,2011,265,0,2,12,0.0
PA Patel,2011,269,1,2,12,0.08333333333333333
PA Patel,2011,274,40,10,60,0.6666666666666666
PA Patel,2011,278,21,5,30,0.7
PA Patel,2011,283,20,6,36,0.5555555555555556
PA Patel,2011,290,0,1,6,0.0
PA Patel,2011,294,22,4,24,0.9166666666666666
PA Patel,2011,297,6,3,18,0.3333333333333333
PA Patel,2012,313,21,7,42,0.5
PA Patel,2012,316,1,2,12,0.08333333333333333
PA Patel,2012,323,46,10,60,0.7666666666666667
PA Patel,2012,337,24,7,42,0.5714285714285714
PA Patel,2012,341,29,6,36,0.8055555555555556
PA Patel,2012,346,20,6,36,0.5555555555555556
PA Patel,2012,348,0,1,6,0.0
PA Patel,2012,352,1,2,12,0.08333333333333333
PA Patel,2012,359,17,4,24,0.7083333333333334
PA Patel,2012,366,20,6,36,0.5555555555555556
PA Patel,2012,373,10,2,12,0.8333333333333334
PA Patel,2012,376,23,9,54,0.42592592592592593
PA Patel,2013,384,21,6,36,0.5833333333333334
PA Patel,2013,388,2,2,12,0.16666666666666666
PA Patel,2013,394,19,6,36,0.5277777777777778
PA Patel,2013,397,31,9,54,0.5740740740740741
PA Patel,2013,402,12,3,18,0.6666666666666666
PA Patel,2013,428,14,7,42,0.3333333333333333
PA Patel,2013,432,20,7,42,0.47619047619047616
PA Patel,2013,435,46,9,54,0.8518518518518519
PA Patel,2013,440,62,17,102,0.6078431372549019
PA Patel,2013,444,27,4,24,1.125
PA Patel,2013,449,2,2,12,0.16666666666666666
PA Patel,2013,453,48,14,84,0.5714285714285714
PA Patel,2013,455,1,1,6,0.16666666666666666
PA Patel,2014,459,39,9,54,0.7222222222222222
PA Patel,2014,462,59,18,108,0.5462962962962963
PA Patel,2014,468,22,9,54,0.4074074074074074
PA Patel,2014,471,1,1,6,0.16666666666666666
PA Patel,2014,475,2,3,18,0.1111111111111111
PA Patel,2014,481,3,2,12,0.25
PA Patel,2014,484,28,6,36,0.7777777777777778
PA Patel,2014,488,13,4,24,0.5416666666666666
PA Patel,2014,492,3,1,6,0.5
PA Patel,2014,495,33,12,72,0.4583333333333333
PA Patel,2014,499,10,4,24,0.4166666666666667
PA Patel,2014,503,4,1,6,0.6666666666666666
PA Patel,2015,526,16,5,30,0.5333333333333333
PA Patel,2015,530,0,1,6,0.0
PA Patel,2015,534,19,5,30,0.6333333333333333
PA Patel,2015,539,29,5,30,0.9666666666666667
PA Patel,2015,541,21,5,30,0.7
PA Patel,2015,549,23,5,30,0.7666666666666667
PA Patel,2015,552,60,12,72,0.8333333333333334
PA Patel,2015,556,13,5,30,0.43333333333333335
PA Patel,2015,559,45,10,60,0.75
PA Patel,2015,562,20,4,24,0.8333333333333334
PA Patel,2015,567,21,5,30,0.7
PA Patel,2015,572,54,14,84,0.6428571428571429
PA Patel,2015,573,35,9,54,0.6481481481481481
PA Patel,2015,576,0,1,6,0.0
PA Patel,2016,581,26,6,36,0.7222222222222222
PA Patel,2016,585,37,11,66,0.5606060606060606
PA Patel,2016,588,13,3,18,0.7222222222222222
PA Patel,2016,590,5,2,12,0.4166666666666667
PA Patel,2016,593,1,1,6,0.16666666666666666
PA Patel,2016,597,85,19,114,0.7456140350877193
PA Patel,2016,600,1,2,12,0.08333333333333333
PA Patel,2016,605,22,3,18,1.2222222222222223
PA Patel,2016,613,0,1,6,0.0
PA Patel,2016,617,1,2,12,0.08333333333333333
PA Patel,2017,2,20,4,24,0.8333333333333334
PA Patel,2017,7,34,8,48,0.7083333333333334
PA Patel,2017,10,39,10,60,0.65
PA Patel,2017,12,5,3,18,0.2777777777777778
PA Patel,2017,16,0,1,6,0.0
PA Patel,2017,22,40,6,36,1.1111111111111112
PA Patel,2017,24,11,4,24,0.4583333333333333
PA Patel,2017,28,34,8,48,0.7083333333333334
PA Patel,2017,34,71,14,84,0.8452380952380952
PA Patel,2017,37,0,1,6,0.0
PA Patel,2017,44,31,8,48,0.6458333333333334
PA Patel,2017,47,24,7,42,0.5714285714285714
PA Patel,2017,50,40,8,48,0.8333333333333334
PA Patel,2017,56,56,14,84,0.6666666666666666
PA Patel,2017,58,18,3,18,1.0
PA Patel,2017,59,4,3,18,0.2222222222222222
PA Reddy,2012,359,25,5,30,0.8333333333333334
PA Reddy,2012,373,44,12,72,0.6111111111111112
PA Reddy,2012,376,8,4,24,0.3333333333333333
PA Reddy,2013,384,28,12,72,0.3888888888888889
PA Reddy,2013,388,25,9,54,0.46296296296296297
PA Reddy,2013,394,2,2,12,0.16666666666666666
PA Reddy,2013,405,19,7,42,0.4523809523809524
PA Reddy,2013,416,2,1,6,0.3333333333333333
PA Reddy,2013,423,7,3,18,0.3888888888888889
PA Reddy,2013,432,12,3,18,0.6666666666666666
PC Valthaty,2009,126,5,2,12,0.4166666666666667
PC Valthaty,2009,133,1,2,12,0.08333333333333333
PC Valthaty,2011,239,6,2,12,0.5
PC Valthaty,2011,243,121,19,114,1.0614035087719298
PC Valthaty,2011,249,80,15,90,0.8888888888888888
PC Valthaty,2011,256,54,8,48,1.125
PC Valthaty,2011,259,14,2,12,1.1666666666666667
PC Valthaty,2011,270,7,5,30,0.23333333333333334
PC Valthaty,2011,273,38,11,66,0.5757575757575758
PC Valthaty,2011,280,23,5,30,0.7666666666666667
PC Valthaty,2011,284,24,8,48,0.5
PC Valthaty,2011,287,15,4,24,0.625
PC Valthaty,2011,290,17,2,12,1.4166666666666667
PC Valthaty,2011,293,66,15,90,0.7333333333333333
PC Valthaty,2011,296,21,4,24,0.875
PC Valthaty,2011,300,5,2,12,0.4166666666666667
PC Valthaty,2012,311,13,6,36,0.3611111111111111
PC Valthaty,2012,315,1,2,12,0.08333333333333333
PC Valthaty,2012,321,0,1,6,0.0
PC Valthaty,2012,330,10,3,18,0.5555555555555556
PC Valthaty,2012,333,6,5,30,0.2
PC Valthaty,2012,374,2,4,24,0.08333333333333333
PC Valthaty,2013,405,10,5,30,0.3333333333333333
PD Collingwood,2010,200,53,17,102,0.5196078431372549
PD Collingwood,2010,203,17,2,12,1.4166666666666667
PD Collingwood,2010,209,76,15,90,0.8444444444444444
PD Collingwood,2010,213,2,2,12,0.16666666666666666
PD Collingwood,2010,218,9,4,24,0.375
PD Collingwood,2010,221,2,2,12,0.16666666666666666
PD Collingwood,2010,229,54,14,84,0.6428571428571429
PJ Cummins,2015,547,1,2,12,0.08333333333333333
PJ Cummins,2017,5,6,3,18,0.3333333333333333
PJ Cummins,2017,15,12,3,18,0.6666666666666666
PJ Cummins,2017,18,3,2,12,0.25
PJ Cummins,2017,24,5,2,12,0.4166666666666667
PJ Cummins,2017,44,10,4,24,0.4166666666666667
PJ Cummins,2017,49,24,6,36,0.6666666666666666
PJ Cummins,2017,51,12,2,12,1.0
PJ Cummins,2017,55,7,1,6,1.1666666666666667
PJ Sangwan,2008,82,3,2,12,0.25
PJ Sangwan,2008,95,0,1,6,0.0
PJ Sangwan,2009,133,1,1,6,0.16666666666666666
PJ Sangwan,2009,141,0,1,6,0.0
PJ Sangwan,2009,161,5,2,12,0.4166666666666667
PJ Sangwan,2009,172,0,1,6,0.0
PJ Sangwan,2010,183,9,3,18,0.5
PJ Sangwan,2010,221,6,3,18,0.3333333333333333
PJ Sangwan,2013,392,4,1,6,0.6666666666666666
PJ Sangwan,2017,38,1,1,6,0.16666666666666666
PJ Sangwan,2017,41,1,1,6,0.16666666666666666
PJ Sangwan,2017,52,0,1,6,0.0
PM Sarvesh Kumar,2008,98,1,1,6,0.16666666666666666
PP Chawla,2008,65,25,3,18,1.3888888888888888
PP Chawla,2008,69,0,1,6,0.0
PP Chawla,2008,81,21,2,12,1.75
PP Chawla,2008,91,18,5,30,0.6
PP Chawla,2008,108,17,3,18,0.9444444444444444
PP Chawla,2008,112,0,1,6,0.0
PP Chawla,2008,116,12,5,30,0.4
PP Chawla,2009,123,5,3,18,0.2777777777777778
PP Chawla,2009,130,10,2,12,0.8333333333333334
PP Chawla,2009,135,0,1,6,0.0
PP Chawla,2009,139,3,2,12,0.25
PP Chawla,2009,145,6,3,18,0.3333333333333333
PP Chawla,2009,151,9,3,18,0.5
PP Chawla,2009,164,1,1,6,0.16666666666666666
PP Chawla,2009,169,5,4,24,0.20833333333333334
PP Chawla,2010,177,5,3,18,0.2777777777777778
PP Chawla,2010,186,9,5,30,0.3
PP Chawla,2010,190,9,1,6,1.5
PP Chawla,2010,193,8,3,18,0.4444444444444444
PP Chawla,2010,201,25,4,24,1.0416666666666667
PP Chawla,2010,212,11,5,30,0.36666666666666664
PP Chawla,2011,239,15,10,60,0.25
PP Chawla,2011,256,4,1,6,0.6666666666666666
PP Chawla,2011,273,12,4,24,0.5
PP Chawla,2011,280,5,3,18,0.2777777777777778
PP Chawla,2011,293,1,1,6,0.16666666666666666
PP Chawla,2011,300,13,2,12,1.0833333333333333
PP Chawla,2012,311,11,3,18,0.6111111111111112
PP Chawla,2012,315,16,3,18,0.8888888888888888
PP Chawla,2012,321,21,7,42,0.5
PP Chawla,2012,325,13,4,24,0.5416666666666666
PP Chawla,2012,330,9,3,18,0.5
PP Chawla,2012,333,7,1,6,1.1666666666666667
PP Chawla,2012,343,0,1,6,0.0
PP Chawla,2012,350,6,2,12,0.5
PP Chawla,2012,354,5,2,12,0.4166666666666667
PP Chawla,2012,366,8,1,6,1.3333333333333333
PP Chawla,2012,369,10,6,36,0.2777777777777778
PP Chawla,2012,374,1,1,6,0.16666666666666666
PP Chawla,2013,391,4,2,12,0.3333333333333333
PP Chawla,2013,398,7,4,24,0.2916666666666667
PP Chawla,2013,400,13,3,18,0.7222222222222222
PP Chawla,2013,405,24,6,36,0.6666666666666666
PP Chawla,2013,415,1,1,6,0.16666666666666666
PP Chawla,2013,421,13,3,18,0.7222222222222222
PP Chawla,2013,436,1,1,6,0.16666666666666666
PP Chawla,2013,440,0,2,12,0.0
PP Chawla,2013,443,5,1,6,0.8333333333333334
PP Chawla,2013,450,2,1,6,0.3333333333333333
PP Chawla,2014,472,1,1,6,0.16666666666666666
PP Chawla,2014,476,0,1,6,0.0
PP Chawla,2014,478,1,1,6,0.16666666666666666
PP Chawla,2014,514,17,2,12,1.4166666666666667
PP Chawla,2014,517,14,3,18,0.7777777777777778
PP Chawla,2015,532,4,1,6,0.6666666666666666
PP Chawla,2015,545,24,6,36,0.6666666666666666
PP Chawla,2015,547,0,1,6,0.0
PP Chawla,2015,555,9,2,12,0.75
PP Chawla,2015,560,19,4,24,0.7916666666666666
PP Chawla,2015,567,3,3,18,0.16666666666666666
PP Chawla,2015,570,0,1,6,0.0
PP Chawla,2016,596,8,3,18,0.4444444444444444
PP Chawla,2016,602,9,2,12,0.75
PP Chawla,2016,627,11,6,36,0.3055555555555556
PP Chawla,2017,58,2,3,18,0.1111111111111111
PP Ojha,2008,89,2,1,6,0.3333333333333333
PP Ojha,2008,98,0,1,6,0.0
PP Ojha,2008,114,1,1,6,0.16666666666666666
PP Ojha,2009,128,1,1,6,0.16666666666666666
PP Ojha,2009,136,1,1,6,0.16666666666666666
PP Ojha,2009,144,0,1,6,0.0
PP Ojha,2009,158,0,1,6,0.0
PP Ojha,2010,207,2,1,6,0.3333333333333333
PP Ojha,2010,232,1,2,12,0.08333333333333333
PP Ojha,2010,233,0,1,6,0.0
PP Ojha,2012,310,0,1,6,0.0
PP Ojha,2012,327,5,5,30,0.16666666666666666
PP Ojha,2012,351,1,1,6,0.16666666666666666
PP Ojha,2013,403,1,1,6,0.16666666666666666
PP Ojha,2013,454,0,1,6,0.0
PP Ojha,2013,457,1,1,6,0.16666666666666666
PP Ojha,2014,462,3,2,12,0.25
PP Ojha,2014,508,2,1,6,0.3333333333333333
PP Ojha,2014,515,1,1,6,0.16666666666666666
PR Shah,2008,63,21,9,54,0.3888888888888889
PR Shah,2008,102,15,2,12,1.25
PR Shah,2008,106,5,2,12,0.4166666666666667
PR Shah,2008,109,0,1,6,0.0
PR Shah,2009,128,1,1,6,0.16666666666666666
PR Shah,2009,147,30,6,36,0.8333333333333334
PR Shah,2009,150,14,7,42,0.3333333333333333
PR Shah,2009,170,13,4,24,0.5416666666666666
PR Shah,2011,294,5,2,12,0.4166666666666667
PSP Handscomb,2016,605,6,4,24,0.25
PV Tambe,2013,449,4,3,18,0.2222222222222222
PV Tambe,2014,467,2,2,12,0.16666666666666666
PV Tambe,2014,487,3,2,12,0.25
PV Tambe,2015,540,2,1,6,0.3333333333333333
PV Tambe,2015,563,1,1,6,0.16666666666666666
PV Tambe,2016,620,8,6,36,0.2222222222222222
Pankaj Singh,2008,68,4,2,12,0.3333333333333333
Pankaj Singh,2008,97,1,1,6,0.16666666666666666
Pankaj Singh,2009,127,0,1,6,0.0
Pankaj Singh,2009,129,1,1,6,0.16666666666666666
Pankaj Singh,2010,226,1,1,6,0.16666666666666666
Parvez Rasool,2013,437,1,2,12,0.08333333333333333
Parvez Rasool,2013,439,5,3,18,0.2777777777777778
Parvez Rasool,2015,521,2,1,6,0.3333333333333333
Parvez Rasool,2016,603,10,3,18,0.5555555555555556
Q de Kock,2013,402,3,2,12,0.25
Q de Kock,2013,405,0,1,6,0.0
Q de Kock,2013,414,4,1,6,0.6666666666666666
Q de Kock,2014,469,49,12,72,0.6805555555555556
Q de Kock,2014,473,16,7,42,0.38095238095238093
Q de Kock,2014,480,43,10,60,0.7166666666666667
Q de Kock,2014,483,29,3,18,1.6111111111111112
Q de Kock,2014,485,10,3,18,0.5555555555555556
Q de Kock,2014,489,7,3,18,0.3888888888888889
Q de Kock,2014,495,6,2,12,0.5
Q de Kock,2015,561,50,9,54,0.9259259259259259
Q de Kock,2015,565,3,3,18,0.16666666666666666
Q de Kock,2015,571,71,12,72,0.9861111111111112
Q de Kock,2016,578,17,3,18,0.9444444444444444
Q de Kock,2016,583,68,13,78,0.8717948717948718
Q de Kock,2016,587,115,17,102,1.1274509803921569
Q de Kock,2016,593,9,2,12,0.75
Q de Kock,2016,599,6,4,24,0.25
Q de Kock,2016,602,1,1,6,0.16666666666666666
Q de Kock,2016,607,47,14,84,0.5595238095238095
Q de Kock,2016,612,54,8,48,1.125
Q de Kock,2016,618,45,10,60,0.75
Q de Kock,2016,623,41,10,60,0.6833333333333333
Q de Kock,2016,625,2,3,18,0.1111111111111111
Q de Kock,2016,628,8,2,12,0.6666666666666666
Q de Kock,2016,632,64,16,96,0.6666666666666666
